Wall time,Step,Value
1701937777.178859,70,0.3095298409461975
1701937802.318958,88,0.3022010028362274
1701937950.173971,174,0.29799801111221313
1701938064.670953,246,0.3085286617279053
1701938088.701378,262,0.29239267110824585
1701938167.270045,310,0.30117183923721313
1701938193.785845,330,0.3028261959552765
1701938218.855702,349,0.2848135232925415
1701938271.7688582,382,0.29523009061813354
1701938297.208691,403,0.28770050406455994
1701938372.098638,441,0.2587473392486572
1701938425.6059399,474,0.22725790739059448
1701938679.1852531,625,0.2287180870771408
1701938736.868852,666,0.2524818480014801
1701938928.7091022,782,0.21130385994911194
1701938956.314701,798,0.20857897400856018
1701938987.74771,814,0.20630957186222076
1701939085.184685,876,0.19753731787204742
1701939153.979392,926,0.20291639864444733
1701939213.129961,957,0.21276701986789703
1701939310.54275,1011,0.16641853749752045
1701939374.682869,1056,0.1375613957643509
1701939405.825644,1071,0.13736630976200104
1701939439.968725,1095,0.1988421082496643
1701939468.898271,1106,0.11617331206798553
1701939527.27213,1134,0.15077553689479828
1701939555.267062,1151,0.16239292919635773
1701939621.790113,1197,0.11745456606149673
1701939656.3635929,1222,0.14894573390483856
1701939756.190336,1289,0.09654222428798676
1701939888.450301,1365,0.16918723285198212
1701939949.4859881,1399,0.14654001593589783
1701940044.448579,1449,0.19483330845832825
1701940145.254675,1506,0.14375439286231995
1701940307.025932,1605,0.12868554890155792
1701940595.827519,1767,0.10311371833086014
1701940628.030323,1782,0.11535310745239258
1701940691.380474,1821,0.09577731788158417
1701940833.464341,1917,0.07044699043035507
1701940995.454493,2010,0.1121034249663353
1701941115.764564,2080,0.06286469101905823
1701941248.2950442,2161,0.12365269660949707
1701941376.720734,2221,0.0752578154206276
1701941401.599704,2231,0.08696509897708893
1701941466.158159,2267,0.09663296490907669
1701941628.6148748,2372,0.10022073984146118
1701941697.190073,2422,0.09016258269548416
1701941764.355695,2460,0.08384733647108078
1701942023.559121,2604,0.09910621494054794
1701942087.086646,2642,0.08181587606668472
1701942117.7624419,2660,0.08128661662340164
1701942151.288032,2677,0.08621551841497421
1701942381.128813,2809,0.07546576857566833
1701942539.9148521,2904,0.07925264537334442
1701942571.657803,2922,0.09094340354204178
1701942637.049429,2960,0.08290404826402664
1701942700.980185,2998,0.11568382382392883
1701942889.222945,3110,0.06872539222240448
