Wall time,Step,Value
1701937697.419457,34,0.792853057384491
1701937788.230437,91,1.1037076711654663
1701937873.8554208,140,0.9991532564163208
1701937974.249961,201,0.9035049080848694
1701938020.76947,231,1.1272066831588745
1701938056.552416,254,0.9581209421157837
1701938115.783523,292,0.9940317869186401
1701938264.720354,389,0.9040474891662598
1701938282.696845,404,1.0192919969558716
1701938617.598262,604,1.5498323440551758
1701938698.202972,649,1.376251459121704
1701938767.4467578,699,0.8355553150177002
1701939114.276612,905,0.584642231464386
1701939125.172723,916,0.7930545210838318
1701939177.550089,953,1.218970775604248
1701939272.15721,999,1.2452327013015747
1701939338.649434,1046,0.7929526567459106
1701939418.628213,1093,0.7020741105079651
1701939436.178306,1105,0.8414936065673828
1701939536.287908,1151,0.8869956731796265
1701939611.233099,1202,0.8103464841842651
1701939645.2110798,1227,0.5559524297714233
1701939675.546079,1248,0.5438371896743774
1701939723.4987478,1279,0.6337085962295532
1701939843.294774,1354,0.6094554662704468
1701940013.4008782,1446,1.3148655891418457
1701940050.937023,1464,0.7710249423980713
1701940066.633292,1474,0.8219897747039795
1701940111.367632,1503,0.8221886157989502
1701940128.206167,1509,0.6369550228118896
1701940539.488087,1742,0.6331692337989807
1701940542.693683,1744,0.6343376040458679
1701940629.4854422,1795,0.8117079734802246
1701940766.0579252,1892,0.6492780447006226
1701940829.1873732,1926,0.672960102558136
1701941364.641845,2228,0.7504458427429199
1701941463.907359,2278,1.1167449951171875
1701941466.471516,2281,0.7084284424781799
1701941614.326505,2375,0.7217495441436768
1701941693.326414,2431,0.7627370953559875
1701941707.753134,2441,0.7735694050788879
1701941750.308613,2462,0.669512152671814
1701941787.611347,2487,0.4936080873012543
1701941925.707571,2558,0.45998623967170715
1701941946.014637,2568,0.7267494797706604
1701941959.978241,2578,0.816688060760498
1701941964.466744,2581,0.8812114596366882
1701942058.340965,2639,0.618808925151825
1701942283.2425768,2763,0.8036096096038818
1701942315.642665,2785,1.0586321353912354
1701942316.093878,2786,0.4577452838420868
1701942469.407234,2873,0.6993595957756042
1701942706.917923,3014,0.5982366800308228
1701942709.03553,3016,0.8701725602149963
1701942874.078151,3111,0.7611011266708374
1701942956.357269,3157,0.7020920515060425
1701943126.4601002,3243,0.7372954487800598
1701943173.047328,3270,0.4158443808555603
1701943275.1425521,3326,0.7360274791717529
1701943280.564834,3329,0.5916268229484558
1701943310.370949,3344,0.6658591628074646
1701943356.348234,3364,0.6527714729309082
1701943563.6982899,3482,0.5785037279129028
1701943577.4133341,3491,0.5211135149002075
1701943596.31169,3506,0.5368536710739136
1701943708.978128,3574,0.5225536227226257
1701943722.624109,3583,0.839621365070343
1701943863.3065221,3676,1.9056379795074463
1701944034.425666,3763,0.6276162266731262
1701944282.880507,3906,0.5492872595787048
1701944581.170408,4075,0.5834292769432068
1701944593.676945,4082,0.5133874416351318
1701944760.059718,4178,0.8188809156417847
1701944815.4887779,4209,0.6203093528747559
1701944859.258286,4238,0.9046750664710999
1701944899.5891469,4265,0.6128522157669067
1701944940.6932118,4291,0.39113152027130127
1701945007.223912,4317,1.9847981929779053
1701945147.257532,4391,0.6591039896011353
1701945165.809698,4401,0.7942689657211304
1701945773.19536,4705,0.473796546459198
1701945952.9320052,4831,0.616470456123352
1701946245.9437141,5001,0.5712101459503174
1701946328.4176168,5053,0.5457448363304138
1701946429.863028,5120,0.6433242559432983
1701946468.355904,5150,0.541449248790741
1701946474.238591,5154,0.4894585609436035
1701946680.140203,5284,0.5627214908599854
1701946682.2994308,5286,0.6678317785263062
1701946774.487263,5342,0.621576726436615
1701946782.577444,5349,0.5578551888465881
1701946804.689478,5361,0.6883330345153809
1701946878.894163,5408,0.5322152376174927
1701946940.946309,5449,0.46035701036453247
1701946954.208645,5461,0.4742547273635864
1701947063.774094,5530,0.5773673057556152
1701947067.8643641,5533,0.5623900890350342
1701947114.718615,5567,0.5902455449104309
1701947158.156406,5597,0.6843344569206238
1701947319.078454,5684,0.4245569705963135
1701947346.822328,5707,0.5490618348121643
1701947473.1417441,5797,0.5383403301239014
