Wall time,Step,Value
1701937777.178859,70,60.559410095214844
1701937802.318958,88,60.56381607055664
1701937950.173971,174,60.57516860961914
1701938064.670953,246,60.585792541503906
1701938088.701378,262,60.59326171875
1701938167.270045,310,60.60596466064453
1701938193.785845,330,60.617835998535156
1701938218.855702,349,60.62815475463867
1701938271.7688582,382,60.63669204711914
1701938297.208691,403,60.64297103881836
1701938372.098638,441,60.65620803833008
1701938425.6059399,474,60.66443634033203
1701938679.1852531,625,60.6948356628418
1701938736.868852,666,60.7034797668457
1701938928.7091022,782,60.73065185546875
1701938956.314701,798,60.732574462890625
1701938987.74771,814,60.73532485961914
1701939085.184685,876,60.75107192993164
1701939153.979392,926,60.764564514160156
1701939213.129961,957,60.77281951904297
1701939310.54275,1011,60.79209518432617
1701939374.682869,1056,60.801727294921875
1701939405.825644,1071,60.8043098449707
1701939439.968725,1095,60.811065673828125
1701939468.898271,1106,60.81476974487305
1701939527.27213,1134,60.82425308227539
1701939555.267062,1151,60.830543518066406
1701939621.790113,1197,60.84079360961914
1701939656.3635929,1222,60.845394134521484
1701939756.190336,1289,60.86277770996094
1701939888.450301,1365,60.87622833251953
1701939949.4859881,1399,60.88788604736328
1701940044.448579,1449,60.89990997314453
1701940145.254675,1506,60.908912658691406
1701940307.025932,1605,60.93216323852539
1701940595.827519,1767,60.96346664428711
1701940628.030323,1782,60.96525573730469
1701940691.380474,1821,60.974891662597656
1701940833.464341,1917,60.99150085449219
1701940995.454493,2010,61.010921478271484
1701941115.764564,2080,61.021358489990234
1701941248.2950442,2161,61.03818130493164
1701941376.720734,2221,61.048641204833984
1701941401.599704,2231,61.04935836791992
1701941466.158159,2267,61.05868148803711
1701941628.6148748,2372,61.074222564697266
1701941697.190073,2422,61.07833480834961
1701941764.355695,2460,61.08391189575195
1701942023.559121,2604,61.115604400634766
1701942087.086646,2642,61.11891174316406
1701942117.7624419,2660,61.12252426147461
1701942151.288032,2677,61.12868118286133
1701942381.128813,2809,61.14970016479492
1701942539.9148521,2904,61.17036819458008
1701942571.657803,2922,61.17323303222656
1701942637.049429,2960,61.18160629272461
1701942700.980185,2998,61.18787384033203
1701942889.222945,3110,61.205841064453125
1701943048.674569,3190,61.2256965637207
1701943173.042027,3257,61.238460540771484
1701943205.3849092,3276,61.24214172363281
1701943272.3785841,3312,61.24666976928711
1701943336.821342,3342,61.253089904785156
1701943400.0557718,3380,61.25889587402344
1701943433.069581,3394,61.26279067993164
1701943530.969346,3449,61.27164077758789
1701943564.508482,3471,61.27366638183594
1701943835.265822,3649,61.304229736328125
1701943863.6022651,3665,61.30949783325195
1701943897.790268,3686,61.31280517578125
1701943957.242843,3710,61.31817626953125
1701943988.536978,3729,61.32164764404297
1701944049.066827,3759,61.3257942199707
1701944179.168371,3826,61.33613586425781
1701944248.577757,3878,61.34905242919922
1701944381.518006,3951,61.36399841308594
1701944414.499056,3965,61.36499786376953
1701944474.193392,3995,61.37251281738281
1701944537.0400052,4037,61.38063049316406
1701944636.223819,4100,61.39166259765625
1701945022.129281,4316,61.43340301513672
1701945117.6045399,4365,61.446956634521484
1701945215.035025,4421,61.45378112792969
1701945248.4539971,4441,61.45576858520508
1701945511.016193,4597,61.48663330078125
1701945542.973254,4616,61.488651275634766
1701945710.3862982,4654,61.49094009399414
1701945795.436953,4708,61.502098083496094
1701946108.1987479,4915,61.54792785644531
1701946139.3487911,4932,61.54987335205078
1701946168.919136,4946,61.552677154541016
1701946235.410511,4984,61.56172561645508
1701946337.093101,5045,61.574615478515625
1701946508.848683,5166,61.59272384643555
1701946599.9640572,5211,61.605506896972656
1701946671.8173819,5266,61.6124153137207
1701946705.638101,5289,61.61833190917969
1701946905.5198889,5410,61.64388656616211
1701946937.292141,5435,61.64672088623047
1701947004.628781,5473,61.65154266357422
1701947040.3486872,5501,61.660152435302734
1701947382.512552,5721,61.700103759765625
1701947414.934162,5743,61.705936431884766
1701947518.8131452,5819,61.71806335449219
