Wall time,Step,Value
1701747704.003249,76,68.41592407226562
1701747724.4648352,93,56.914833068847656
1701747862.5505788,218,45.63254928588867
1701747952.716546,296,41.04116439819336
1701747978.598581,316,40.8557014465332
1701748044.418947,377,45.68886184692383
1701748068.593096,399,37.28727340698242
1701748093.443629,422,45.59300994873047
1701748136.982542,454,38.72996520996094
1701748158.4965792,464,25.93572235107422
1701748223.8396008,525,45.97837829589844
1701748267.472127,558,30.593124389648438
1701748502.246068,779,25.65092658996582
1701748555.437846,825,36.773292541503906
1701748714.8573608,971,20.800823211669922
1701748737.304032,990,23.288349151611328
1701748757.971553,1011,13.623810768127441
1701748835.8534899,1077,18.79018211364746
1701748888.0131872,1119,15.945225715637207
1701748970.7236302,1195,34.072052001953125
1701749048.679822,1255,12.97735595703125
1701749073.419942,1272,18.92591667175293
1701749100.006399,1299,29.57939910888672
1701749128.0077891,1330,15.283365249633789
1701749188.371857,1387,17.52145004272461
1701749219.844579,1418,29.4462833404541
1701749248.4184918,1442,31.567058563232422
1701749299.621769,1479,27.87748146057129
1701749324.1268969,1498,25.71323013305664
1701749403.338484,1558,29.731332778930664
1701749505.247478,1636,35.282928466796875
1701749553.448842,1667,17.3579158782959
1701749633.784134,1742,32.0869026184082
1701749714.3003771,1807,51.686187744140625
1701749855.498157,1913,40.53062057495117
1701750126.994195,2136,36.77336883544922
1701750209.002709,2203,50.48229217529297
1701750298.773189,2288,46.63578796386719
1701750323.577869,2302,18.26509666442871
1701750509.156588,2438,37.59333419799805
1701750535.9483788,2467,30.2696533203125
1701750586.292437,2505,44.59039306640625
1701750705.7075222,2610,36.77037811279297
1701750970.650056,2690,28.534881591796875
1701751917.934988,2756,15.716334342956543
1701751981.306001,2797,26.399341583251953
1701752101.874808,2872,35.52811050415039
1701752156.104224,2911,45.63923263549805
1701752347.253799,3064,60.031715393066406
1701752399.270745,3095,17.572284698486328
1701752423.8321211,3121,34.555721282958984
1701752447.407179,3140,46.31047439575195
1701752529.064384,3200,38.686954498291016
1701761447.55455,3373,39.557655334472656
1701761470.1377878,3396,28.19368553161621
1701761543.250604,3466,22.6674861907959
1701761603.8498719,3508,19.369495391845703
1701761646.662873,3541,10.988483428955078
1701761763.3805282,3626,54.770660400390625
1701761830.158578,3677,13.35815143585205
1701761851.651839,3691,17.164485931396484
1701761933.5455842,3756,90.08811950683594
1701761955.592696,3774,31.966163635253906
1701761997.909486,3813,17.583938598632812
1701762023.864819,3837,94.05511474609375
1701762086.1027079,3888,31.173368453979492
1701762107.2089841,3907,23.839691162109375
1701762279.27894,4053,36.07460403442383
1701762299.756042,4064,34.654354095458984
1701762321.200966,4078,15.311714172363281
